sensor,file_name,timestamp,range
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,22854.5,12891.223
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,25770.0,4751.8506
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,26667.0,11820.519
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,26677.5,12500.929
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,28057.5,10229.306
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,28135.5,4662.9443
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,30387.0,3928.713
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,41885.0,5477.176
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330001548.wav,25647.5,1112.4584
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330001548.wav,30554.5,4829.722
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330001548.wav,38851.5,7794.7217
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330001548.wav,38859.0,10030.589
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330121542.wav,8772.5,10067.484
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330121542.wav,24690.5,3969.1238
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330121542.wav,25261.5,5389.2026
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330121542.wav,28114.5,6142.7837
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330121542.wav,35025.0,19140.893
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220330121542.wav,36098.5,9100.376
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,1791.5,4704.0933
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,8907.0,15479.751
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,10214.0,1639.1318
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,10629.5,3610.0
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,10735.5,2903.5605
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,15333.5,17231.246
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,21943.5,2730.6917
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,23018.5,6724.3184
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,23183.0,8765.19
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,25260.0,3868.0073
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,25282.5,10242.041
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,27114.0,6783.374
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,29555.5,6373.889
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,32594.0,5166.802
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33307.0,6117.395
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33503.0,5495.699
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33881.5,2737.0627
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33889.0,5049.3555
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33908.0,3708.1877
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33953.0,7350.5786
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,33993.5,3909.3452
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,34152.0,3797.8828
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,34316.5,3357.0574
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,34322.5,3996.313
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,34367.0,3134.687
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,34391.0,3218.2935
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,34771.0,2515.964
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,35278.0,2589.751
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,35592.0,2527.5486
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,35828.0,16081.159
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,36560.5,4471.8926
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,36574.0,3589.5195
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331001536.wav,37129.0,4364.094
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331121531.wav,1240.0,16158.992
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331121531.wav,1248.5,18128.41
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331121531.wav,1286.0,16909.87
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331121531.wav,1343.0,13593.155
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331121531.wav,1362.5,15287.498
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220331121531.wav,1399.5,18292.682
