k,consistency_thresh,method_thresh,prune,max_time_offset,measurement_variance,success_rate,theta_error,std
4,3500,0.95,False,0,10.0,True,0.4850793689692523,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1004460765968247,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0078037800482348,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0118796339452842,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.3360916856820133,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0184210588391664,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.034005112582122,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0364070538629235,3.1622776601683795
4,3500,0.95,False,0,10.0,True,3.743349374719557,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.213289592186463,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1672896591622503,3.1622776601683795
4,3500,0.95,False,0,10.0,True,2.0824405255798557,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0104071766460052,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2909501446221441,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0555067842738097,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.418278311296163,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2212477437027757,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.6149810283121724,3.1622776601683795
4,3500,0.95,False,0,10.0,True,112.82894775215064,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2010033286255996,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2474168168420476,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0575383494732264,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.9049632326031798,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.4148701652519122,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.006223704058442,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.747276668140362,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0742000219724161,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0306990395493205,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0915843688524145,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.102151721748207,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.4400079779949664,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.2928631499949148,3.1622776601683795
4,3500,0.95,False,0,10.0,True,11.11357001447334,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.8235656481520266,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0126257897361625,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1161045947637262,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0154913250176988,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1135620848406802,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0352233485867685,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0964393281184641,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.6471725615308799,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.0663111032420431,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.3277524495908341,3.1622776601683795
